title,year,genre,rating,movie_url,user_agent
L.A. Confidential,1997,Crime,8.2,https://www.imdb.com/title/tt0119488/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Casino,1995,Crime,8.2,https://www.imdb.com/title/tt0112641/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Children of Heaven,1997,Drama,8.2,https://www.imdb.com/title/tt0118849/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Truman Show,1998,Comedy,8.2,https://www.imdb.com/title/tt0120382/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Kill Bill: Vol. 1,2003,Action,8.2,https://www.imdb.com/title/tt0266697/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Sixth Sense,1999,Drama,8.2,https://www.imdb.com/title/tt0167404/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Downfall,2004,Biography,8.2,https://www.imdb.com/title/tt0363163/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Pan's Labyrinth,2006,Drama,8.2,https://www.imdb.com/title/tt0457430/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
V for Vendetta,2005,Action,8.2,https://www.imdb.com/title/tt0434409/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
A Beautiful Mind,2001,Biography,8.2,https://www.imdb.com/title/tt0268978/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Batman Begins,2005,Action,8.2,https://www.imdb.com/title/tt0372784/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Lawrence of Arabia,1962,Adventure,8.3,https://www.imdb.com/title/tt0056172/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Sting,1973,Comedy,8.3,https://www.imdb.com/title/tt0070735/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Scarface,1983,Crime,8.3,https://www.imdb.com/title/tt0086250/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Once Upon a Time in America,1984,Crime,8.3,https://www.imdb.com/title/tt0087843/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
There Will Be Blood,2007,Drama,8.2,https://www.imdb.com/title/tt0469494/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
To Kill a Mockingbird,1962,Crime,8.3,https://www.imdb.com/title/tt0056592/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Full Metal Jacket,1987,Drama,8.3,https://www.imdb.com/title/tt0093058/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Reservoir Dogs,1992,Crime,8.3,https://www.imdb.com/title/tt0105236/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Good Will Hunting,1997,Drama,8.3,https://www.imdb.com/title/tt0119217/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Heat,1995,Action,8.3,https://www.imdb.com/title/tt0113277/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Requiem for a Dream,2000,Drama,8.3,https://www.imdb.com/title/tt0180093/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Eternal Sunshine of the Spotless Mind,2004,Drama,8.3,https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Inglourious Basterds,2009,Adventure,8.3,https://www.imdb.com/title/tt0361748/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Up,2009,Animation,8.3,https://www.imdb.com/title/tt1049413/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Incendies,2010,Drama,8.3,https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Like Stars on Earth,2007,Drama,8.3,https://www.imdb.com/title/tt0986264/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
A Separation,2011,Drama,8.3,https://www.imdb.com/title/tt1832382/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Dangal,2016,Action,8.3,https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Hunt,2012,Drama,8.3,https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Hamilton,2020,Biography,8.3,https://www.imdb.com/title/tt8503618/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Paths of Glory,1957,Drama,8.4,https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Witness for the Prosecution,1957,Crime,8.4,https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Sunset Blvd.,1950,Drama,8.4,https://www.imdb.com/title/tt0043014/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Great Dictator,1940,Comedy,8.4,https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
High and Low,1963,Crime,8.4,https://www.imdb.com/title/tt0057565/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Boat,1981,Drama,8.4,https://www.imdb.com/title/tt0082096/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Amadeus,1984,Biography,8.4,https://www.imdb.com/title/tt0086879/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Shining,1980,Drama,8.4,https://www.imdb.com/title/tt0081505/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
American Beauty,1999,Drama,8.4,https://www.imdb.com/title/tt0169547/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Oldboy,2003,Action,8.4,https://www.imdb.com/title/tt0364569/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Braveheart,1995,Biography,8.4,https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Come and See,1985,Drama,8.4,https://www.imdb.com/title/tt0091251/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Lives of Others,2006,Drama,8.4,https://www.imdb.com/title/tt0405094/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Whiplash,2014,Drama,8.5,https://www.imdb.com/title/tt2582802/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Top Gun: Maverick,2022,Action,8.5,https://www.imdb.com/title/tt1745960/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Parasite,2019,Comedy,8.5,https://www.imdb.com/title/tt6751668/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
It's a Wonderful Life,1946,Drama,8.6,https://www.imdb.com/title/tt0038650/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Seven Samurai,1954,Action,8.6,https://www.imdb.com/title/tt0047478/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Harakiri,1962,Action,8.6,https://www.imdb.com/title/tt0056058/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Silence of the Lambs,1991,Crime,8.6,https://www.imdb.com/title/tt0102926/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Life Is Beautiful,1997,Comedy,8.6,https://www.imdb.com/title/tt0118799/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Green Mile,1999,Crime,8.6,https://www.imdb.com/title/tt0120689/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Se7en,1995,Crime,8.6,https://www.imdb.com/title/tt0114369/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Saving Private Ryan,1998,Drama,8.6,https://www.imdb.com/title/tt0120815/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Interstellar,2014,Adventure,8.6,https://www.imdb.com/title/tt0816692/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
City of God,2002,Crime,8.6,https://www.imdb.com/title/tt0317248/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Goodfellas,1990,Biography,8.7,https://www.imdb.com/title/tt0099685/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
One Flew Over the Cuckoo's Nest,1975,Drama,8.7,https://www.imdb.com/title/tt0073486/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Lord of the Rings: The Fellowship of the Ring,2001,Action,8.8,https://www.imdb.com/title/tt0120737/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Fight Club,1999,Drama,8.8,https://www.imdb.com/title/tt0137523/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Lord of the Rings: The Two Towers,2002,Action,8.8,https://www.imdb.com/title/tt0167261/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Forrest Gump,1994,Drama,8.8,https://www.imdb.com/title/tt0109830/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Jai Bhim,2021,Crime,8.9,https://www.imdb.com/title/tt15097216/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Pulp Fiction,1994,Crime,8.9,https://www.imdb.com/title/tt0110912/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
12 Angry Men,1957,Crime,9.0,https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Godfather Part II,1974,Crime,9.0,https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Godfather,1972,Crime,9.2,https://www.imdb.com/title/tt0068646/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
Schindler's List,1993,Biography,9.0,https://www.imdb.com/title/tt0108052/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Dark Knight,2008,Action,9.0,https://www.imdb.com/title/tt0468569/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
The Lord of the Rings: The Return of the King,2003,Action,9.0,https://www.imdb.com/title/tt0167260/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
